Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
1597,NovaWorks,Influencer,Women 35-44,15 days,YouTube,0.0334,"$11,821.42",5.02,Chicago,Mandarin,490,5941,1,Foodies,29/05/2022
1598,NovaWorks,Influencer,Men 18-24,30 days,YouTube,0.0568,"$5,823.23",5.1,Houston,French,873,5797,9,Outdoor Adventurers,29/05/2022
1599,Bright Retail,Search,Women 35-44,60 days,Google Ads,0.064,$982.41,5.22,Houston,French,329,5978,9,Outdoor Adventurers,29/05/2022
1600,NovaWorks,Social Media,Women 18-24,15 days,YouTube,0.05,"$12,668.35",4.74,Chicago,French,871,5439,2,Health & Fitness,29/05/2022
1601,Crestline Brands,Email,Women 35-44,15 days,Email,0.067,"$13,042.89",5.26,Houston,Spanish,238,4644,7,Foodies,30/05/2022
1602,Bright Retail,Display,Women 25-34,45 days,YouTube,0.0448,"$19,537.15",4.94,Los Angeles,French,717,5987,4,Foodies,30/05/2022
1603,Vertex Media,Social Media,All Ages,30 days,Instagram,0.0853,"$7,624.42",4.83,Los Angeles,Spanish,403,6415,9,Foodies,30/05/2022
1604,Crestline Brands,Display,Men 18-24,60 days,YouTube,0.0534,"$15,732.63",4.72,New York,German,401,4534,5,Tech Enthusiasts,30/05/2022
1605,Bright Retail,Email,Men 35-44,30 days,YouTube,0.0854,"$12,223.56",4.49,Los Angeles,Mandarin,752,5561,7,Foodies,30/05/2022
1606,Alpha Innovations,Display,Men 25-34,60 days,Instagram,0.0606,"$7,077.08",5.37,Chicago,Spanish,816,5100,1,Outdoor Adventurers,30/05/2022
1607,Crestline Brands,Social Media,Women 18-24,45 days,Website,0.0784,"$17,372.31",4.98,Miami,French,480,4660,10,Foodies,30/05/2022
1608,Bright Retail,Search,Men 25-34,15 days,Website,0.0538,"$11,144.28",5.7,Los Angeles,English,338,5058,10,Fashionistas,30/05/2022
1609,TechCorp,Email,Women 35-44,60 days,Email,0.0626,"$9,281.23",5.04,Miami,English,218,5556,3,Health & Fitness,30/05/2022
1610,Peak Fitness Co,Search,Women 25-34,15 days,Website,0.073,"$12,577.37",5,Houston,Spanish,599,5297,10,Health & Fitness,30/05/2022
1611,Bright Retail,Search,Women 18-24,30 days,Instagram,0.0833,"$3,923.75",4.95,Los Angeles,Mandarin,691,6254,4,Health & Fitness,30/05/2022
1612,Alpha Innovations,Social Media,Women 25-34,15 days,Email,0.0915,"$2,690.06",5.51,Miami,French,216,5614,2,Fashionistas,30/05/2022
1613,Vertex Media,Email,Men 25-34,15 days,Email,0.0761,"$14,318.05",5.11,Houston,French,215,4559,3,Outdoor Adventurers,31/05/2022
1614,Peak Fitness Co,Email,All Ages,30 days,Google Ads,0.0714,"$13,007.09",4.53,Houston,Mandarin,892,5489,3,Outdoor Adventurers,31/05/2022
1615,Bright Retail,Email,Women 35-44,60 days,Email,0.0807,"$15,037.34",4.89,Houston,German,526,6070,1,Outdoor Adventurers,31/05/2022
1616,Peak Fitness Co,Influencer,Women 25-34,60 days,Email,0.0527,"$12,785.95",5.68,Los Angeles,Spanish,839,5201,4,Tech Enthusiasts,31/05/2022
1617,Bright Retail,Social Media,Men 18-24,45 days,Google Ads,0.0685,"$1,328.75",5.23,Miami,Spanish,496,4958,7,Foodies,31/05/2022
1618,Crestline Brands,Social Media,Men 35-44,30 days,Email,0.0471,"$5,375.47",5.25,Chicago,Spanish,824,6266,3,Tech Enthusiasts,31/05/2022
1619,Crestline Brands,Influencer,All Ages,30 days,Google Ads,0.0689,"$7,315.88",4.73,Los Angeles,English,236,5384,8,Outdoor Adventurers,31/05/2022
1620,TechCorp,Email,Men 35-44,60 days,Website,0.0725,"$1,055.84",5.95,Miami,Spanish,345,4536,4,Fashionistas,31/05/2022
1621,TechCorp,Email,Women 35-44,60 days,YouTube,0.0614,"$19,892.01",5.41,Miami,French,660,6140,5,Outdoor Adventurers,31/05/2022
1622,Alpha Innovations,Email,Women 25-34,15 days,YouTube,0.0812,"$19,080.36",4.13,Houston,French,328,4534,7,Tech Enthusiasts,01/06/2022
1623,Crestline Brands,Influencer,Men 18-24,30 days,Email,0.0441,"$14,020.72",5.19,Chicago,German,252,5220,8,Foodies,01/06/2022
1624,Vertex Media,Influencer,Men 18-24,45 days,Google Ads,0.0583,"$12,593.01",4.68,New York,Spanish,670,5293,2,Fashionistas,01/06/2022
1625,Alpha Innovations,Influencer,Women 18-24,45 days,Email,0.0545,"$10,318.12",4.17,Miami,Spanish,542,5707,1,Fashionistas,01/06/2022
1626,NovaWorks,Display,Men 25-34,15 days,Google Ads,0.0609,"$12,512.35",4.66,Houston,English,380,5442,9,Outdoor Adventurers,01/06/2022
1627,Bright Retail,Influencer,Men 18-24,45 days,Instagram,0.0706,"$6,445.87",5.22,Chicago,German,497,5788,8,Health & Fitness,01/06/2022
1628,NovaWorks,Influencer,All Ages,15 days,Website,0.0688,"$11,072.60",4.96,Houston,English,559,5424,7,Outdoor Adventurers,01/06/2022
1629,Alpha Innovations,Display,Women 35-44,15 days,YouTube,0.0823,"$16,291.63",5.2,Houston,French,497,5215,3,Outdoor Adventurers,01/06/2022
1630,Peak Fitness Co,Social Media,Men 25-34,30 days,Instagram,0.0799,"$13,211.66",4.99,Miami,Mandarin,501,4780,2,Tech Enthusiasts,01/06/2022
1631,Crestline Brands,Social Media,Men 35-44,60 days,Google Ads,0.0911,"$14,563.97",4.57,Houston,Spanish,303,5978,1,Foodies,01/06/2022
1632,Alpha Innovations,Social Media,Women 35-44,60 days,Instagram,0.0621,"$11,610.52",5.29,Miami,English,229,4917,10,Health & Fitness,01/06/2022
1633,NovaWorks,Influencer,Women 18-24,45 days,Instagram,0.0956,"$7,059.66",5.38,Chicago,Spanish,587,5225,8,Fashionistas,01/06/2022
1634,Peak Fitness Co,Email,Women 25-34,30 days,Email,0.0634,"$4,795.82",4.85,Los Angeles,French,512,5274,3,Health & Fitness,02/06/2022
1635,Crestline Brands,Search,Men 18-24,15 days,Website,0.0694,"$1,027.26",5.83,Chicago,German,234,6448,5,Health & Fitness,02/06/2022
1636,TechCorp,Search,All Ages,45 days,Instagram,0.0736,"$18,140.10",5.85,Houston,English,550,5244,10,Outdoor Adventurers,02/06/2022
1637,Vertex Media,Email,Men 18-24,45 days,Website,0.0475,"$4,498.12",5.76,Los Angeles,Spanish,340,6366,10,Fashionistas,02/06/2022
1638,Crestline Brands,Search,Men 18-24,45 days,Website,0.0707,"$14,476.10",4.49,Miami,Spanish,621,5246,3,Fashionistas,02/06/2022
1639,TechCorp,Display,Men 35-44,15 days,Website,0.0545,"$3,072.78",5.47,Miami,Mandarin,468,5794,9,Health & Fitness,02/06/2022
1640,Alpha Innovations,Search,Men 35-44,45 days,Google Ads,0.0703,"$4,265.52",5.66,Houston,German,820,6217,2,Fashionistas,02/06/2022
1641,Crestline Brands,Social Media,All Ages,15 days,YouTube,0.0775,"$6,739.46",3.85,Houston,Spanish,563,5146,7,Tech Enthusiasts,02/06/2022
1642,TechCorp,Social Media,All Ages,30 days,YouTube,0.0596,"$14,910.80",5.53,New York,French,384,4618,6,Health & Fitness,02/06/2022
1643,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.0691,"$15,989.35",4.95,Los Angeles,English,696,5948,1,Tech Enthusiasts,03/06/2022
1644,TechCorp,Email,Men 18-24,30 days,Instagram,0.0531,"$17,127.13",6.07,New York,German,236,5013,6,Outdoor Adventurers,03/06/2022
1645,Vertex Media,Social Media,Men 35-44,45 days,Website,0.0664,"$10,107.18",5.44,Los Angeles,French,401,5241,4,Outdoor Adventurers,03/06/2022
1646,Peak Fitness Co,Search,Women 35-44,45 days,Instagram,0.0497,"$1,371.17",4.11,Chicago,English,823,4840,10,Tech Enthusiasts,03/06/2022
1647,TechCorp,Social Media,Men 18-24,15 days,Email,0.1013,"$10,532.31",4.83,Chicago,Mandarin,569,6385,4,Foodies,03/06/2022
1648,NovaWorks,Display,All Ages,15 days,Email,0.0713,"$11,247.35",4.81,New York,English,662,6202,2,Health & Fitness,03/06/2022
1649,Bright Retail,Display,Women 35-44,45 days,YouTube,0.0635,"$12,184.38",5.44,Houston,Spanish,697,5973,6,Outdoor Adventurers,04/06/2022
1650,NovaWorks,Influencer,Men 18-24,60 days,Google Ads,0.0435,"$13,277.68",5.52,Chicago,Mandarin,616,5268,8,Health & Fitness,04/06/2022
1651,Bright Retail,Influencer,Men 35-44,60 days,Google Ads,0.0607,"$17,947.45",5.94,Chicago,English,893,4963,4,Foodies,04/06/2022
1652,Alpha Innovations,Email,Men 35-44,15 days,Instagram,0.0512,"$3,730.64",4.41,Los Angeles,Mandarin,529,6133,3,Fashionistas,04/06/2022
1653,Peak Fitness Co,Search,Men 35-44,15 days,Google Ads,0.0973,"$12,047.41",4.94,Houston,French,633,5438,2,Fashionistas,04/06/2022
1654,TechCorp,Display,Men 18-24,60 days,Website,0.0739,"$10,924.12",4.4,Chicago,Mandarin,800,5914,10,Tech Enthusiasts,04/06/2022
1655,Alpha Innovations,Display,Women 35-44,45 days,Instagram,0.0764,"$17,394.71",4.52,Los Angeles,Mandarin,379,5004,6,Outdoor Adventurers,04/06/2022
1656,Crestline Brands,Social Media,All Ages,60 days,Google Ads,0.0733,"$15,909.64",4.13,Houston,English,569,5522,8,Fashionistas,04/06/2022
1657,Vertex Media,Influencer,Men 25-34,15 days,Instagram,0.0622,"$16,437.05",5.82,Chicago,French,650,6316,3,Tech Enthusiasts,04/06/2022
1658,TechCorp,Search,Men 35-44,60 days,Email,0.0961,"$16,740.55",5.24,Los Angeles,English,835,5864,10,Tech Enthusiasts,04/06/2022
1659,Alpha Innovations,Email,Women 35-44,60 days,Instagram,0.0681,"$6,853.61",5.22,Chicago,French,268,6300,3,Fashionistas,04/06/2022
1660,Alpha Innovations,Influencer,All Ages,30 days,Google Ads,0.0887,"$7,477.03",4.19,Houston,Spanish,345,4649,7,Fashionistas,04/06/2022
1661,NovaWorks,Social Media,Men 25-34,30 days,YouTube,0.0648,"$11,200.57",3.76,Los Angeles,Spanish,557,6075,3,Outdoor Adventurers,04/06/2022
1662,Bright Retail,Display,Women 35-44,60 days,YouTube,0.0768,"$13,656.11",5.42,Los Angeles,French,779,4733,9,Fashionistas,04/06/2022
1663,Peak Fitness Co,Influencer,Men 18-24,30 days,Email,0.0571,"$10,014.56",5.5,Chicago,German,380,4655,6,Fashionistas,05/06/2022
1664,TechCorp,Social Media,Women 18-24,15 days,Google Ads,0.0506,"$19,425.33",4.52,New York,French,435,5485,8,Fashionistas,05/06/2022
1665,TechCorp,Email,Women 25-34,15 days,Email,0.0768,"$4,302.92",4.86,Miami,German,255,6111,9,Health & Fitness,05/06/2022
1666,NovaWorks,Influencer,Men 35-44,30 days,YouTube,0.0781,"$1,942.11",4.73,Los Angeles,French,608,5497,9,Foodies,05/06/2022
1667,NovaWorks,Social Media,All Ages,15 days,Website,0.0408,"$8,887.03",6.09,Houston,Mandarin,896,4751,8,Fashionistas,05/06/2022
1668,TechCorp,Social Media,Women 25-34,15 days,Website,0.0738,"$3,979.50",5.3,Miami,German,743,6114,7,Foodies,05/06/2022
1669,Peak Fitness Co,Social Media,Women 18-24,15 days,Instagram,0.0857,"$14,732.79",4.64,Houston,Spanish,811,6010,3,Health & Fitness,05/06/2022
1670,Vertex Media,Display,Women 25-34,30 days,Email,0.1018,"$13,299.98",5.69,New York,French,884,5871,1,Tech Enthusiasts,05/06/2022
1671,Crestline Brands,Email,Women 18-24,30 days,YouTube,0.0764,"$6,123.92",3.97,Miami,Mandarin,508,5227,8,Tech Enthusiasts,05/06/2022
1672,Peak Fitness Co,Social Media,Men 25-34,60 days,Website,0.0525,"$12,720.07",4.49,Chicago,English,756,6254,2,Fashionistas,05/06/2022
1673,NovaWorks,Social Media,Men 35-44,45 days,Instagram,0.1015,"$18,762.13",5.07,Los Angeles,French,334,4908,6,Tech Enthusiasts,05/06/2022
1674,Crestline Brands,Display,Men 35-44,60 days,Google Ads,0.0806,"$7,380.05",5.4,Los Angeles,French,732,4684,2,Tech Enthusiasts,05/06/2022
1675,Vertex Media,Display,All Ages,60 days,YouTube,0.0487,"$5,653.13",5.4,Houston,Mandarin,613,5664,8,Foodies,05/06/2022
1676,Crestline Brands,Email,Men 25-34,60 days,Website,0.0755,"$7,093.81",5.78,Chicago,German,245,4996,6,Tech Enthusiasts,05/06/2022
1677,TechCorp,Search,Women 35-44,30 days,Instagram,0.1037,"$3,539.76",4.24,Houston,English,737,5033,9,Fashionistas,06/06/2022
1678,Bright Retail,Email,Men 25-34,60 days,Instagram,0.0811,"$5,267.04",5.3,Los Angeles,English,389,6025,4,Health & Fitness,06/06/2022
1679,Crestline Brands,Search,All Ages,45 days,Instagram,0.0733,"$13,833.29",6.48,Miami,Spanish,478,5113,8,Fashionistas,06/06/2022
1680,Vertex Media,Search,Women 25-34,15 days,Email,0.0609,"$15,474.61",4.75,Los Angeles,Spanish,889,6083,,Foodies,06/06/2022
1681,Vertex Media,Influencer,Women 25-34,45 days,Website,0.058,"$19,056.58",4.4,Houston,English,275,5468,6,Foodies,06/06/2022
1682,NovaWorks,Influencer,Women 18-24,60 days,Google Ads,0.0851,"$17,914.67",6.1,Houston,German,394,6122,4,Health & Fitness,06/06/2022
1683,NovaWorks,Display,Women 25-34,15 days,Website,0.0459,"$17,903.67",4.65,Miami,English,730,5221,4,Outdoor Adventurers,06/06/2022
1684,TechCorp,Influencer,Men 18-24,15 days,Website,0.0902,"$6,571.09",5.07,Miami,Mandarin,749,5108,8,Foodies,07/06/2022
1685,Peak Fitness Co,Influencer,All Ages,30 days,YouTube,0.0421,"$13,368.13",5.01,Los Angeles,English,789,5453,4,Fashionistas,07/06/2022
1686,Crestline Brands,Display,Men 35-44,30 days,YouTube,0.0833,"$6,347.34",4.59,New York,Mandarin,288,5100,5,Foodies,07/06/2022
1687,TechCorp,Search,Women 25-34,30 days,Website,0.0731,"$4,794.21",4.86,Chicago,French,530,6358,7,Outdoor Adventurers,07/06/2022
1688,NovaWorks,Email,Women 35-44,30 days,Website,0.0776,"$19,531.38",5.91,Chicago,English,217,5332,4,Health & Fitness,07/06/2022
1689,TechCorp,Email,Men 35-44,15 days,Google Ads,0.0444,"$18,521.23",5.37,Miami,French,602,4832,2,Outdoor Adventurers,07/06/2022
1690,Bright Retail,Email,Men 18-24,60 days,Google Ads,0.0712,"$8,698.43",5.37,New York,Mandarin,378,4700,2,Tech Enthusiasts,07/06/2022
1691,NovaWorks,Search,Women 35-44,30 days,Website,0.0937,"$17,427.86",5.37,Houston,English,389,5129,8,Tech Enthusiasts,07/06/2022
1692,TechCorp,Email,Men 18-24,60 days,Email,0.0952,"$12,980.49",4.36,Chicago,English,409,5451,1,Fashionistas,07/06/2022
1693,TechCorp,Email,Women 25-34,45 days,Google Ads,0.0511,"$5,143.68",5.28,Chicago,Spanish,586,5431,8,Outdoor Adventurers,07/06/2022
1694,Alpha Innovations,Email,All Ages,45 days,YouTube,0.0879,"$3,203.31",5.79,Chicago,Spanish,219,5932,8,Foodies,07/06/2022
1695,Vertex Media,Email,Women 25-34,30 days,Google Ads,0.0596,"$16,786.72",4.84,Los Angeles,French,610,5785,3,Outdoor Adventurers,07/06/2022
1696,Bright Retail,Email,Men 35-44,30 days,YouTube,0.0677,"$5,499.48",5.84,Los Angeles,German,642,4561,5,Health & Fitness,07/06/2022
1697,Alpha Innovations,Social Media,Men 35-44,45 days,Email,0.0811,"$1,185.12",4.59,Miami,German,423,5216,10,Outdoor Adventurers,07/06/2022
1698,Alpha Innovations,Email,Women 35-44,60 days,Email,0.1022,"$12,667.27",4.96,Los Angeles,Mandarin,455,5178,8,Health & Fitness,07/06/2022
1699,Vertex Media,Influencer,Women 35-44,15 days,Instagram,0.067,"$9,310.56",5.73,Miami,German,213,6447,3,Foodies,07/06/2022
1700,Bright Retail,Display,All Ages,60 days,YouTube,0.0723,"$6,301.51",4.85,Chicago,Spanish,504,4930,1,Tech Enthusiasts,07/06/2022
1701,Crestline Brands,Influencer,Women 25-34,60 days,Website,0.0528,"$17,980.06",4.81,Los Angeles,Mandarin,388,6498,3,Health & Fitness,07/06/2022
1702,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,0.0632,$622.95,5.01,Chicago,French,633,6112,9,Fashionistas,08/06/2022
1703,Crestline Brands,Search,All Ages,30 days,YouTube,0.0745,"$19,918.42",4.86,Los Angeles,English,678,6201,2,Tech Enthusiasts,08/06/2022
1704,Crestline Brands,Influencer,Women 18-24,15 days,Email,0.0591,"$13,320.44",4.37,New York,French,859,5609,7,Health & Fitness,08/06/2022
1705,Alpha Innovations,Email,Men 18-24,30 days,Website,0.0609,"$11,214.30",5.85,Chicago,Mandarin,565,4831,6,Outdoor Adventurers,08/06/2022
1706,TechCorp,Influencer,Men 35-44,45 days,Google Ads,0.0786,"$4,501.05",4.84,New York,French,275,5933,10,Tech Enthusiasts,08/06/2022
1707,TechCorp,Email,Men 18-24,45 days,Email,0.0679,"$6,728.65",3.89,Houston,German,204,5851,8,Outdoor Adventurers,08/06/2022
1708,Vertex Media,Display,Women 25-34,15 days,Google Ads,0.0763,"$6,529.08",4.96,Chicago,Spanish,224,6435,8,Fashionistas,08/06/2022
1709,Crestline Brands,Email,Women 18-24,15 days,Email,0.0542,"$12,375.11",4.25,Miami,Mandarin,795,5640,2,Foodies,08/06/2022
1710,Alpha Innovations,Email,Women 25-34,30 days,Website,0.0649,"$10,218.32",5.29,Houston,English,345,5599,10,Tech Enthusiasts,08/06/2022
1711,Bright Retail,Influencer,Women 25-34,30 days,YouTube,0.0684,"$2,167.66",4.51,Houston,English,519,4528,3,Outdoor Adventurers,08/06/2022
1712,Vertex Media,Social Media,Women 25-34,60 days,Google Ads,0.0872,"$11,055.94",4.79,New York,Mandarin,641,5009,10,Foodies,08/06/2022
1713,Crestline Brands,Display,Women 35-44,30 days,YouTube,0.0738,"$5,682.09",6.14,Houston,Spanish,439,6294,9,Foodies,08/06/2022
1714,Vertex Media,Influencer,All Ages,30 days,Email,0.0523,"$6,751.35",4.57,Houston,French,688,6374,7,Foodies,08/06/2022
1715,Vertex Media,Search,Women 25-34,45 days,Instagram,0.084,"$17,892.74",5.13,Los Angeles,Mandarin,524,5810,7,Foodies,09/06/2022
1716,Crestline Brands,Influencer,Women 25-34,30 days,Website,0.0925,"$10,923.09",5.19,Chicago,English,524,5080,1,Outdoor Adventurers,09/06/2022
1717,Bright Retail,Email,Men 35-44,60 days,Email,0.0369,"$7,397.23",5.13,Chicago,Mandarin,798,5602,3,Tech Enthusiasts,09/06/2022
1718,Peak Fitness Co,Search,Men 18-24,15 days,Website,0.0528,"$19,966.64",5.72,Houston,Spanish,401,5894,4,Fashionistas,09/06/2022
1719,Crestline Brands,Email,Men 18-24,45 days,Website,0.0826,"$14,284.86",4.44,New York,German,514,4672,6,Outdoor Adventurers,09/06/2022
1720,Crestline Brands,Display,All Ages,15 days,Instagram,0.0627,"$8,869.95",4.44,Los Angeles,Spanish,759,4881,8,Health & Fitness,09/06/2022
1721,Peak Fitness Co,Social Media,Women 35-44,60 days,Email,0.0723,"$17,841.67",5.49,Los Angeles,Mandarin,245,6147,3,Health & Fitness,09/06/2022
1722,Crestline Brands,Display,All Ages,15 days,YouTube,0.0605,"$5,475.51",5.52,Chicago,Mandarin,426,5872,9,Outdoor Adventurers,09/06/2022
1723,Bright Retail,Email,Women 25-34,60 days,Instagram,0.0618,"$10,331.87",4.77,Houston,Mandarin,826,4597,6,Fashionistas,10/06/2022
1724,Peak Fitness Co,Influencer,Men 35-44,45 days,Google Ads,0.0665,"$17,762.64",4.86,New York,French,466,4678,3,Outdoor Adventurers,10/06/2022
1725,Crestline Brands,Email,Men 35-44,30 days,YouTube,0.0626,"$16,449.92",4.69,Miami,Spanish,372,6019,8,Health & Fitness,10/06/2022
1726,Peak Fitness Co,Email,All Ages,45 days,Website,0.0813,"$16,535.59",6.25,Houston,Spanish,466,5743,4,Outdoor Adventurers,10/06/2022
1727,TechCorp,Search,Women 18-24,15 days,Website,0.0398,"$11,394.51",5.53,Houston,Spanish,871,6117,8,Fashionistas,10/06/2022
1728,Alpha Innovations,Social Media,Women 18-24,30 days,Google Ads,0.051,"$4,423.62",4.16,Los Angeles,Mandarin,204,5978,8,Health & Fitness,10/06/2022
1729,Vertex Media,Influencer,Women 35-44,15 days,Email,0.07,"$2,602.82",4.99,Miami,French,743,6422,6,Health & Fitness,10/06/2022
1730,NovaWorks,Search,Men 18-24,45 days,Website,0.065,"$14,010.88",5.21,Los Angeles,French,636,5331,2,Health & Fitness,10/06/2022
1731,Crestline Brands,Social Media,Men 18-24,30 days,Instagram,0.0667,"$10,879.31",4.34,Houston,German,266,4511,5,Outdoor Adventurers,11/06/2022
1732,NovaWorks,Social Media,Women 25-34,60 days,Google Ads,0.0528,"$3,393.70",5.22,Chicago,German,615,5623,1,Outdoor Adventurers,11/06/2022
1733,NovaWorks,Search,All Ages,30 days,Email,0.0641,"$12,680.86",5.1,Chicago,English,618,4676,10,Tech Enthusiasts,11/06/2022
1734,Bright Retail,Email,Women 25-34,60 days,Website,0.0779,"$8,489.49",4.48,Miami,German,572,6456,4,Fashionistas,11/06/2022
1735,Bright Retail,Search,Women 35-44,30 days,YouTube,0.0557,"$5,274.23",4.17,Miami,German,838,5163,5,Outdoor Adventurers,11/06/2022
1736,Peak Fitness Co,Display,Men 25-34,45 days,Email,0.083,"$15,342.07",5.57,Chicago,Spanish,586,5354,9,Outdoor Adventurers,11/06/2022
1737,TechCorp,Social Media,Men 35-44,15 days,YouTube,0.0674,"$3,110.15",5.88,Miami,English,338,5515,2,Outdoor Adventurers,11/06/2022
1738,Alpha Innovations,Display,Women 25-34,15 days,YouTube,0.0665,"$2,604.09",5.27,New York,Spanish,241,5829,10,Tech Enthusiasts,11/06/2022
1739,Bright Retail,Display,Women 25-34,45 days,Instagram,0.0941,"$17,375.73",5.92,Los Angeles,English,534,6207,5,Outdoor Adventurers,11/06/2022
1740,Peak Fitness Co,Email,Women 25-34,30 days,Instagram,0.0633,$715.96,4.98,Houston,Spanish,836,6033,4,Tech Enthusiasts,11/06/2022
1741,Crestline Brands,Email,Women 25-34,60 days,YouTube,0.0825,"$10,422.31",5.52,Chicago,Spanish,684,4778,6,Health & Fitness,11/06/2022
1742,Peak Fitness Co,Email,Men 35-44,30 days,Email,0.0523,"$8,662.19",4.41,New York,English,741,6301,3,Tech Enthusiasts,12/06/2022
1743,Crestline Brands,Social Media,Women 25-34,45 days,Email,0.0613,"$9,013.30",4.86,Los Angeles,English,535,6012,10,Tech Enthusiasts,12/06/2022
1744,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.0775,"$16,986.23",5.91,Chicago,Spanish,753,5568,9,Foodies,12/06/2022
1745,Bright Retail,Display,Women 35-44,60 days,YouTube,0.0775,"$19,866.83",5.31,New York,German,397,6116,2,Health & Fitness,12/06/2022
1746,Crestline Brands,Display,Men 18-24,15 days,Instagram,0.1043,"$2,153.53",4.05,Los Angeles,French,828,5388,4,Health & Fitness,12/06/2022
1747,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.0756,"$15,348.11",3.87,Houston,Spanish,765,5117,8,Outdoor Adventurers,12/06/2022
1748,Alpha Innovations,Search,All Ages,45 days,YouTube,0.0984,"$9,247.33",4.42,New York,Spanish,863,4768,4,Health & Fitness,12/06/2022
1749,Crestline Brands,Email,Men 18-24,45 days,Website,0.0366,"$2,274.52",3.92,Houston,German,529,6251,9,Foodies,12/06/2022
1750,Alpha Innovations,Display,Women 35-44,15 days,Google Ads,0.0572,"$15,819.46",4.92,New York,Spanish,550,5218,8,Health & Fitness,13/06/2022
1751,Vertex Media,Influencer,Men 25-34,15 days,Website,0.0579,"$4,628.49",5.06,Los Angeles,English,779,4732,9,Outdoor Adventurers,13/06/2022
